PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10000142,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,8,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,24,VOCATION 203,UNIT 43,2,11,12.5,University,Honours Degree,9,BACHELOR OF ENGINEERING (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,36.81,0,23.06309146,4.401380819
10000149,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 21,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.16666667,VOCATION 12,UNIT 153,3,2,10,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,4,EXECUTIVE,PUBLIC,6,NONE,NO,0,0,3,6.88,0,-6.657269547,-14.50284942
10000150,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,24.5,VOCATION 59,UNIT 304,1,14,14,Diploma,Advanced Diploma,7,ADVANCED DIPLOMA IN INDUSTRIAL ENGINEERING & MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,9.31,0,-6.380497042,12.08813616
10000155,Male,Singapore,Singaporean,46,40 and Above,Single,RANK 2,MIDDLE WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000156,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,6,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),26.16666667,VOCATION 109,UNIT 151,2,14,14.5,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,YES,Qualification From Professional Bodies,ADVANCED COURSE IN LEARNING SCIENCE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,22.4,0,-11.49627083,9.986916764
10000157,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 2,MIDDLE WOSE,9,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,31.41666667,VOCATION 6,UNIT 36,3,17,19.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,2,1,34.41,0,-31.9747386,-25.18307316
10000162,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,31,VOCATION 59,UNIT 63,2,19,21,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,3,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,17.23960153,1,-17.73979018,7.127646989
10000165,Male,Singapore,Singaporean,53,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,36.08333333,VOCATION 59,UNIT 63,3,16,22,Diploma,Diploma,6,TECHNICIAN DIPLOMA IN ELECTRONIC AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,7.81,0,-13.18079994,9.842767678
10000167,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 31,SENIOR WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,33.91666667,VOCATION 4,UNIT 156,2,21,23,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,3,5-ROOM,PUBLIC,5,3-ROOM,YES,2,3,1,11.33,0,-28.93260995,-24.07580552
10000169,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 5,MIDDLE WOSE,5,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000171,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 31,SENIOR WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,37.83333333,VOCATION 70,UNIT 298,0,0,0,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,NO,NO,7,5-ROOM,PUBLIC,5,NONE,NO,0,3,1,3.51,0,-30.20677158,-23.39593148
10000174,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE B,MDES,37.33333333,VOCATION 18,UNIT 186,2,25,26.5,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC AND COMPUTER ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,4,EXECUTIVE,PUBLIC,6,NONE,NO,0,0,3,10.48,0,-11.64507632,9.842767678
10000176,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,3,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,23.91666667,VOCATION 127,UNIT 163,2,6,6.5,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,4,17.23960153,0,-10.03026903,10.97139339
10000177,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 10,SENIOR OFFICER,2,MILITARY REGULARS,SERVICE C,SERVICE C,SAVER-EOS,24.66666667,VOCATION 262,UNIT 293,0,0,0,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (UPPER)),NO,NONE,NONE,NO,NO,NO,2,2,1,0,0,NO,NO,NO,4,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,4,2.42,0,-23.27608131,6.588483628
10000179,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 5,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,14.08333333,VOCATION 125,UNIT 241,2,10,13,Diploma,Advanced Diploma,7,SPECIALIST ADVANCED DIPLOMA IN LEARNING AND INSTRUCTION,YES,Advanced Diploma,SPECIALIST ADVANCED DIPLOMA IN LEARNING AND INSTRUCTION,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,35.15,0,-32.47161347,-20.96649154
10000180,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,8,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,20.16666667,VOCATION 203,UNIT 274,1,5,5,Diploma,Advanced Diploma,7,ADVANCED DIPLOMA IN STRATEGIC MARKETING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,1,0,0,-13.37846851,9.472818415
10000181,Male,Singapore,Singaporean,39,36 to 40,Marr.,RANK 21,JUNIOR ME,1,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,MDES,18.08333333,VOCATION 236,UNIT 288,1,5,5,Diploma,Diploma,6,DIPLOMA IN MARINE ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,25.35,0,0,0
10000183,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,22.33333333,VOCATION 154,UNIT 219,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,-6.478748713,6.318025553
10000185,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 2,MIDDLE WOSE,1,MILITARY REGULARS,SERVICE A,SERVICE A,PP-EWOS,24.66666667,VOCATION 196,UNIT 172,2,10,11,Diploma,Diploma,6,DIPLOMA IN ENGINEERING INFORMATICS(MERIT),YES,Diploma,SPECIALIST DIPLOMA IN LEARNING SCIENCE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,17.23960153,0,-27.63483077,-21.66237845
10000186,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 26,SENIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.91666667,VOCATION 11,UNIT 90,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,3,6.27,0,-0.919080837,3.184322145
10000187,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,6,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,22.66666667,VOCATION 109,UNIT 229,2,7,8,University,Pass Degree,8,BACHELOR OF ARTS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,3,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,4,3.83,0,32.08574439,5.293357869
10000189,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 27,SENIOR ME,3,MILITARY REGULARS,SERVICE C,SERVICE D,MDES,21.33333333,VOCATION 163,UNIT 289,2,7,8.5,University,Master,10,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,2,PRIVATE NON-LANDED,PRIVATE,7,PRIVATE NON-LANDED,YES,0,2,4,12.63,0,-24.12411299,6.824817051
10000191,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,15.33333333,VOCATION 127,UNIT 215,2,8,9,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (UPPER)),NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,3,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,4,20.97,0,-16.14601375,11.82272627
10000193,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE B,SERVICE C,SAVER-EOS,22.41666667,VOCATION 68,UNIT 242,1,10,10,University,Master,10,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,6,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,3,13.34,2,-17.99548049,5.7953662
10000196,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,21.16666667,VOCATION 291,UNIT 25,0,0,0,University,Pass Degree,8,BACHELOR OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,NO,NO,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,17.23960153,0,-17.42026376,8.923627722
10000200,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,5,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),26.41666667,VOCATION 127,UNIT 164,3,13,17,University,Master,10,MASTER IN HUMAN RESOURCE MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,4,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,3,32.47,0,-11.38146777,10.29468726
10000202,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE A,SERVICE A,Full CPF (SAVER-EOS),26.66666667,VOCATION 203,UNIT 265,1,8,8,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),YES,Qualification From Professional Bodies,ADVANCED COURSE IN LEARNING SCIENCE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,5,21.04,0,-13.52193219,7.973106522
10000211,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 2,MIDDLE WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,29.83333333,VOCATION 275,UNIT 290,3,12,19,Diploma,Diploma,6,DIPLOMA IN TECHNOLOGY (LOGISTICS),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,4-ROOM,YES,0,2,4,7.35,0,-25.47149246,-22.30868478
10000212,Male,Singapore,Singaporean,49,40 and Above,Divorc,RANK 5,MIDDLE WOSE,15,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,32.83333333,VOCATION 125,UNIT 267,2,18,22,Secondary,GCE 'O' Level,4,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,18.32,0,-30.15754415,-24.48286225
10000214,Male,Singapore,Singaporean,49,40 and Above,Single,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE E,SERVICE C,MDES,18.41666667,VOCATION 161,UNIT 314,0,0,0,Diploma,Diploma,6,DIPLOMA IN POLICE STUDIES & SECURITY MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,5,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,17.23960153,0,-15.00197013,7.871426191
10000216,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,29.41666667,VOCATION 59,UNIT 304,3,17,19,Primary,Without PSLE/PSPE Pass,1,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,17.23960153,0,-17.46706914,6.180339711
10000217,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,24.16666667,VOCATION 12,UNIT 32,2,15,17,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,3,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,19.27,0,-10.30148975,7.025599617
10000219,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,13,MILITARY REGULARS,SERVICE G,SERVICE C,Full CPF (SAVER-EOS),16.58333333,VOCATION 250,UNIT 385,2,9,9.5,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,11.74,0,-19.3517895,4.980236266
10000220,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 40,SENIOR WOSE,3,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,33.83333333,VOCATION 118,UNIT 261,0,0,0,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,9,PRIVATE NON-LANDED,PRIVATE,7,EXECUTIVE,YES,1,3,1,8.23,0,-30.4048367,-23.93603689
10000226,Male,Singapore,Singaporean,56,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,38.58333333,VOCATION 18,UNIT 123,1,25,25,Diploma,Diploma,6,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,0,3,13.55,0,-10.42277662,8.093574521
10000236,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,15.16666667,VOCATION 236,UNIT 44,3,8,12.33333333,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN MECHATRONICS,NO,NONE,NONE,YES,NO,NO,0,0,0,0,0,YES,NO,NO,3,2-ROOM,PUBLIC,2,4-ROOM,YES,-2,2,3,21.79,0,-9.205082954,7.645397819
10000237,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,14.91666667,VOCATION 236,UNIT 352,2,12,12.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,17.23960153,0,-8.837258244,7.943757126
10000243,Male,Singapore,Singaporean,45,40 and Above,Single,RANK 31,SENIOR WOSE,3,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,23.41666667,VOCATION 264,UNIT 149,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,8,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,3.64,1,-33.08769114,-21.34787287
10000246,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,27.91666667,VOCATION 154,UNIT 221,2,13,14.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,3,4,17.23960153,0,-9.669873109,6.349163597
10000247,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 31,SENIOR WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28,VOCATION 284,UNIT 156,3,16,17.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,YES,Qualification From Professional Bodies,SPECIALIST CERTIFICATE IN LEARNING AND INSTRUCTION,NO,NO,NO,1,0,0,0,0,YES,NO,NO,6,5-ROOM,PUBLIC,5,NONE,NO,0,3,1,31.49,0,-32.55865069,-21.80884985
10000248,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 26,SENIOR ME,1,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,22.66666667,VOCATION 11,UNIT 273,1,14,14,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,9.88,0,-7.64382723,0
10000250,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,29.16666667,VOCATION 12,UNIT 113,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,2,4,17.23960153,0,-12.92273935,4.895191858
10000255,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 23,MIDDLE ME,0,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,33.58333333,VOCATION 12,UNIT 260,2,16,17.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,9,5-ROOM,PUBLIC,5,NONE,NO,0,3,4,7.36,0,-9.066062095,11.07888577
10000258,Male,Singapore,Singaporean,50,40 and Above,Single,RANK 2,MIDDLE WOSE,12,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,31.75,VOCATION 6,UNIT 244,0,0,0,Technical Education,ITC/Higher NITEC,5,HIGHER NATIONAL ITE CERTIFICATE IN ELECTRONICS ENGINEERING (CERTIFICATE OF MERIT),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,3,4-ROOM,PUBLIC,4,NONE,NO,0,2,3,8.8,0,-28.9783167,-25.04310947
10000265,Male,Malaysia,Singaporean,56,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,38.33333333,VOCATION 59,UNIT 304,2,17,18.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,2.27,0,-10.23892462,7.019397143
